trial,tsetlin_number_of_clauses,tsetlin_T,tsetlin_s,tsetlin_states,tsetlin_max_target,tsetlin_min_target,min_epsilon,epsilon_decay,num_bins,log_bins
430,10000,40000000,2.5,100,300,0,0.001,0.0016,8,False
431,14000,40000000,2.5,100,300,0,0.001,0.0016,8,False
432,6000,100000,2.5,4,300,0,0.01,0.0004,16,False
433,10000,100000,2.5,4,300,0,0.01,0.0004,16,False
434,14000,100000,2.5,4,300,0,0.01,0.0004,16,False
435,6000,5000000,2.5,4,300,0,0.01,0.0004,16,False
436,10000,5000000,2.5,4,300,0,0.01,0.0004,16,False
437,14000,5000000,2.5,4,300,0,0.01,0.0004,16,False
438,6000,20000000,2.5,4,300,0,0.01,0.0004,16,False
439,10000,20000000,2.5,4,300,0,0.01,0.0004,16,False
440,14000,20000000,2.5,4,300,0,0.01,0.0004,16,False
441,6000,40000000,2.5,4,300,0,0.01,0.0004,16,False
442,10000,40000000,2.5,4,300,0,0.01,0.0004,16,False
443,14000,40000000,2.5,4,300,0,0.01,0.0004,16,False
444,6000,100000,2.5,8,300,0,0.01,0.0004,16,False
445,10000,100000,2.5,8,300,0,0.01,0.0004,16,False
446,14000,100000,2.5,8,300,0,0.01,0.0004,16,False
447,6000,5000000,2.5,8,300,0,0.01,0.0004,16,False
448,10000,5000000,2.5,8,300,0,0.01,0.0004,16,False
449,14000,5000000,2.5,8,300,0,0.01,0.0004,16,False
450,6000,20000000,2.5,8,300,0,0.01,0.0004,16,False
451,10000,20000000,2.5,8,300,0,0.01,0.0004,16,False
452,14000,20000000,2.5,8,300,0,0.01,0.0004,16,False
453,6000,40000000,2.5,8,300,0,0.01,0.0004,16,False
454,10000,40000000,2.5,8,300,0,0.01,0.0004,16,False
455,14000,40000000,2.5,8,300,0,0.01,0.0004,16,False
456,6000,100000,2.5,25,300,0,0.01,0.0004,16,False
457,10000,100000,2.5,25,300,0,0.01,0.0004,16,False
458,14000,100000,2.5,25,300,0,0.01,0.0004,16,False
459,6000,5000000,2.5,25,300,0,0.01,0.0004,16,False
460,10000,5000000,2.5,25,300,0,0.01,0.0004,16,False
461,14000,5000000,2.5,25,300,0,0.01,0.0004,16,False
462,6000,20000000,2.5,25,300,0,0.01,0.0004,16,False
463,10000,20000000,2.5,25,300,0,0.01,0.0004,16,False
464,14000,20000000,2.5,25,300,0,0.01,0.0004,16,False
465,6000,40000000,2.5,25,300,0,0.01,0.0004,16,False
466,10000,40000000,2.5,25,300,0,0.01,0.0004,16,False
467,14000,40000000,2.5,25,300,0,0.01,0.0004,16,False
468,6000,100000,2.5,100,300,0,0.01,0.0004,16,False
469,10000,100000,2.5,100,300,0,0.01,0.0004,16,False
470,14000,100000,2.5,100,300,0,0.01,0.0004,16,False
471,6000,5000000,2.5,100,300,0,0.01,0.0004,16,False
472,10000,5000000,2.5,100,300,0,0.01,0.0004,16,False
473,14000,5000000,2.5,100,300,0,0.01,0.0004,16,False
474,6000,20000000,2.5,100,300,0,0.01,0.0004,16,False
475,10000,20000000,2.5,100,300,0,0.01,0.0004,16,False
476,14000,20000000,2.5,100,300,0,0.01,0.0004,16,False
477,6000,40000000,2.5,100,300,0,0.01,0.0004,16,False
478,10000,40000000,2.5,100,300,0,0.01,0.0004,16,False
479,14000,40000000,2.5,100,300,0,0.01,0.0004,16,False
480,6000,100000,2.5,4,300,0,0.004,0.0004,16,False
481,10000,100000,2.5,4,300,0,0.004,0.0004,16,False
482,14000,100000,2.5,4,300,0,0.004,0.0004,16,False
483,6000,5000000,2.5,4,300,0,0.004,0.0004,16,False
484,10000,5000000,2.5,4,300,0,0.004,0.0004,16,False
485,14000,5000000,2.5,4,300,0,0.004,0.0004,16,False
486,6000,20000000,2.5,4,300,0,0.004,0.0004,16,False
487,10000,20000000,2.5,4,300,0,0.004,0.0004,16,False
488,14000,20000000,2.5,4,300,0,0.004,0.0004,16,False
489,6000,40000000,2.5,4,300,0,0.004,0.0004,16,False
490,10000,40000000,2.5,4,300,0,0.004,0.0004,16,False
491,14000,40000000,2.5,4,300,0,0.004,0.0004,16,False
492,6000,100000,2.5,8,300,0,0.004,0.0004,16,False
493,10000,100000,2.5,8,300,0,0.004,0.0004,16,False
494,14000,100000,2.5,8,300,0,0.004,0.0004,16,False
495,6000,5000000,2.5,8,300,0,0.004,0.0004,16,False
496,10000,5000000,2.5,8,300,0,0.004,0.0004,16,False
497,14000,5000000,2.5,8,300,0,0.004,0.0004,16,False
498,6000,20000000,2.5,8,300,0,0.004,0.0004,16,False
499,10000,20000000,2.5,8,300,0,0.004,0.0004,16,False
500,14000,20000000,2.5,8,300,0,0.004,0.0004,16,False
501,6000,40000000,2.5,8,300,0,0.004,0.0004,16,False
502,10000,40000000,2.5,8,300,0,0.004,0.0004,16,False
503,14000,40000000,2.5,8,300,0,0.004,0.0004,16,False
504,6000,100000,2.5,25,300,0,0.004,0.0004,16,False
505,10000,100000,2.5,25,300,0,0.004,0.0004,16,False
506,14000,100000,2.5,25,300,0,0.004,0.0004,16,False
507,6000,5000000,2.5,25,300,0,0.004,0.0004,16,False
508,10000,5000000,2.5,25,300,0,0.004,0.0004,16,False
509,14000,5000000,2.5,25,300,0,0.004,0.0004,16,False
510,6000,20000000,2.5,25,300,0,0.004,0.0004,16,False
511,10000,20000000,2.5,25,300,0,0.004,0.0004,16,False
512,14000,20000000,2.5,25,300,0,0.004,0.0004,16,False
513,6000,40000000,2.5,25,300,0,0.004,0.0004,16,False
514,10000,40000000,2.5,25,300,0,0.004,0.0004,16,False
515,14000,40000000,2.5,25,300,0,0.004,0.0004,16,False
516,6000,100000,2.5,100,300,0,0.004,0.0004,16,False
517,10000,100000,2.5,100,300,0,0.004,0.0004,16,False
518,14000,100000,2.5,100,300,0,0.004,0.0004,16,False
519,6000,5000000,2.5,100,300,0,0.004,0.0004,16,False
520,10000,5000000,2.5,100,300,0,0.004,0.0004,16,False
521,14000,5000000,2.5,100,300,0,0.004,0.0004,16,False
522,6000,20000000,2.5,100,300,0,0.004,0.0004,16,False
523,10000,20000000,2.5,100,300,0,0.004,0.0004,16,False
524,14000,20000000,2.5,100,300,0,0.004,0.0004,16,False
525,6000,40000000,2.5,100,300,0,0.004,0.0004,16,False
526,10000,40000000,2.5,100,300,0,0.004,0.0004,16,False
527,14000,40000000,2.5,100,300,0,0.004,0.0004,16,False
528,6000,100000,2.5,4,300,0,0.001,0.0004,16,False
529,10000,100000,2.5,4,300,0,0.001,0.0004,16,False
530,14000,100000,2.5,4,300,0,0.001,0.0004,16,False
531,6000,5000000,2.5,4,300,0,0.001,0.0004,16,False
532,10000,5000000,2.5,4,300,0,0.001,0.0004,16,False
533,14000,5000000,2.5,4,300,0,0.001,0.0004,16,False
534,6000,20000000,2.5,4,300,0,0.001,0.0004,16,False
535,10000,20000000,2.5,4,300,0,0.001,0.0004,16,False
536,14000,20000000,2.5,4,300,0,0.001,0.0004,16,False
537,6000,40000000,2.5,4,300,0,0.001,0.0004,16,False
538,10000,40000000,2.5,4,300,0,0.001,0.0004,16,False
539,14000,40000000,2.5,4,300,0,0.001,0.0004,16,False
540,6000,100000,2.5,8,300,0,0.001,0.0004,16,False
541,10000,100000,2.5,8,300,0,0.001,0.0004,16,False
542,14000,100000,2.5,8,300,0,0.001,0.0004,16,False
543,6000,5000000,2.5,8,300,0,0.001,0.0004,16,False
544,10000,5000000,2.5,8,300,0,0.001,0.0004,16,False
545,14000,5000000,2.5,8,300,0,0.001,0.0004,16,False
546,6000,20000000,2.5,8,300,0,0.001,0.0004,16,False
547,10000,20000000,2.5,8,300,0,0.001,0.0004,16,False
548,14000,20000000,2.5,8,300,0,0.001,0.0004,16,False
549,6000,40000000,2.5,8,300,0,0.001,0.0004,16,False
550,10000,40000000,2.5,8,300,0,0.001,0.0004,16,False
551,14000,40000000,2.5,8,300,0,0.001,0.0004,16,False
552,6000,100000,2.5,25,300,0,0.001,0.0004,16,False
553,10000,100000,2.5,25,300,0,0.001,0.0004,16,False
554,14000,100000,2.5,25,300,0,0.001,0.0004,16,False
555,6000,5000000,2.5,25,300,0,0.001,0.0004,16,False
556,10000,5000000,2.5,25,300,0,0.001,0.0004,16,False
557,14000,5000000,2.5,25,300,0,0.001,0.0004,16,False
558,6000,20000000,2.5,25,300,0,0.001,0.0004,16,False
559,10000,20000000,2.5,25,300,0,0.001,0.0004,16,False
560,14000,20000000,2.5,25,300,0,0.001,0.0004,16,False
561,6000,40000000,2.5,25,300,0,0.001,0.0004,16,False
562,10000,40000000,2.5,25,300,0,0.001,0.0004,16,False
563,14000,40000000,2.5,25,300,0,0.001,0.0004,16,False
564,6000,100000,2.5,100,300,0,0.001,0.0004,16,False
565,10000,100000,2.5,100,300,0,0.001,0.0004,16,False
566,14000,100000,2.5,100,300,0,0.001,0.0004,16,False
567,6000,5000000,2.5,100,300,0,0.001,0.0004,16,False
568,10000,5000000,2.5,100,300,0,0.001,0.0004,16,False
569,14000,5000000,2.5,100,300,0,0.001,0.0004,16,False
570,6000,20000000,2.5,100,300,0,0.001,0.0004,16,False
571,10000,20000000,2.5,100,300,0,0.001,0.0004,16,False
572,14000,20000000,2.5,100,300,0,0.001,0.0004,16,False
573,6000,40000000,2.5,100,300,0,0.001,0.0004,16,False
574,10000,40000000,2.5,100,300,0,0.001,0.0004,16,False
575,14000,40000000,2.5,100,300,0,0.001,0.0004,16,False
576,6000,100000,2.5,4,300,0,0.01,0.0008,16,False
577,10000,100000,2.5,4,300,0,0.01,0.0008,16,False
578,14000,100000,2.5,4,300,0,0.01,0.0008,16,False
579,6000,5000000,2.5,4,300,0,0.01,0.0008,16,False
580,10000,5000000,2.5,4,300,0,0.01,0.0008,16,False
581,14000,5000000,2.5,4,300,0,0.01,0.0008,16,False
582,6000,20000000,2.5,4,300,0,0.01,0.0008,16,False
583,10000,20000000,2.5,4,300,0,0.01,0.0008,16,False
584,14000,20000000,2.5,4,300,0,0.01,0.0008,16,False
585,6000,40000000,2.5,4,300,0,0.01,0.0008,16,False
586,10000,40000000,2.5,4,300,0,0.01,0.0008,16,False
587,14000,40000000,2.5,4,300,0,0.01,0.0008,16,False
588,6000,100000,2.5,8,300,0,0.01,0.0008,16,False
589,10000,100000,2.5,8,300,0,0.01,0.0008,16,False
590,14000,100000,2.5,8,300,0,0.01,0.0008,16,False
591,6000,5000000,2.5,8,300,0,0.01,0.0008,16,False
592,10000,5000000,2.5,8,300,0,0.01,0.0008,16,False
593,14000,5000000,2.5,8,300,0,0.01,0.0008,16,False
594,6000,20000000,2.5,8,300,0,0.01,0.0008,16,False
595,10000,20000000,2.5,8,300,0,0.01,0.0008,16,False
596,14000,20000000,2.5,8,300,0,0.01,0.0008,16,False
597,6000,40000000,2.5,8,300,0,0.01,0.0008,16,False
598,10000,40000000,2.5,8,300,0,0.01,0.0008,16,False
599,14000,40000000,2.5,8,300,0,0.01,0.0008,16,False
600,6000,100000,2.5,25,300,0,0.01,0.0008,16,False
601,10000,100000,2.5,25,300,0,0.01,0.0008,16,False
602,14000,100000,2.5,25,300,0,0.01,0.0008,16,False
603,6000,5000000,2.5,25,300,0,0.01,0.0008,16,False
604,10000,5000000,2.5,25,300,0,0.01,0.0008,16,False
605,14000,5000000,2.5,25,300,0,0.01,0.0008,16,False
606,6000,20000000,2.5,25,300,0,0.01,0.0008,16,False
607,10000,20000000,2.5,25,300,0,0.01,0.0008,16,False
608,14000,20000000,2.5,25,300,0,0.01,0.0008,16,False
609,6000,40000000,2.5,25,300,0,0.01,0.0008,16,False
610,10000,40000000,2.5,25,300,0,0.01,0.0008,16,False
611,14000,40000000,2.5,25,300,0,0.01,0.0008,16,False
612,6000,100000,2.5,100,300,0,0.01,0.0008,16,False
613,10000,100000,2.5,100,300,0,0.01,0.0008,16,False
614,14000,100000,2.5,100,300,0,0.01,0.0008,16,False
615,6000,5000000,2.5,100,300,0,0.01,0.0008,16,False
616,10000,5000000,2.5,100,300,0,0.01,0.0008,16,False
617,14000,5000000,2.5,100,300,0,0.01,0.0008,16,False
618,6000,20000000,2.5,100,300,0,0.01,0.0008,16,False
619,10000,20000000,2.5,100,300,0,0.01,0.0008,16,False
620,14000,20000000,2.5,100,300,0,0.01,0.0008,16,False
621,6000,40000000,2.5,100,300,0,0.01,0.0008,16,False
622,10000,40000000,2.5,100,300,0,0.01,0.0008,16,False
623,14000,40000000,2.5,100,300,0,0.01,0.0008,16,False
624,6000,100000,2.5,4,300,0,0.004,0.0008,16,False
625,10000,100000,2.5,4,300,0,0.004,0.0008,16,False
626,14000,100000,2.5,4,300,0,0.004,0.0008,16,False
627,6000,5000000,2.5,4,300,0,0.004,0.0008,16,False
628,10000,5000000,2.5,4,300,0,0.004,0.0008,16,False
629,14000,5000000,2.5,4,300,0,0.004,0.0008,16,False
630,6000,20000000,2.5,4,300,0,0.004,0.0008,16,False
631,10000,20000000,2.5,4,300,0,0.004,0.0008,16,False
632,14000,20000000,2.5,4,300,0,0.004,0.0008,16,False
633,6000,40000000,2.5,4,300,0,0.004,0.0008,16,False
634,10000,40000000,2.5,4,300,0,0.004,0.0008,16,False
635,14000,40000000,2.5,4,300,0,0.004,0.0008,16,False
636,6000,100000,2.5,8,300,0,0.004,0.0008,16,False
637,10000,100000,2.5,8,300,0,0.004,0.0008,16,False
638,14000,100000,2.5,8,300,0,0.004,0.0008,16,False
639,6000,5000000,2.5,8,300,0,0.004,0.0008,16,False
640,10000,5000000,2.5,8,300,0,0.004,0.0008,16,False
641,14000,5000000,2.5,8,300,0,0.004,0.0008,16,False
642,6000,20000000,2.5,8,300,0,0.004,0.0008,16,False
643,10000,20000000,2.5,8,300,0,0.004,0.0008,16,False
644,14000,20000000,2.5,8,300,0,0.004,0.0008,16,False
645,6000,40000000,2.5,8,300,0,0.004,0.0008,16,False
646,10000,40000000,2.5,8,300,0,0.004,0.0008,16,False
647,14000,40000000,2.5,8,300,0,0.004,0.0008,16,False
648,6000,100000,2.5,25,300,0,0.004,0.0008,16,False
649,10000,100000,2.5,25,300,0,0.004,0.0008,16,False
650,14000,100000,2.5,25,300,0,0.004,0.0008,16,False
651,6000,5000000,2.5,25,300,0,0.004,0.0008,16,False
652,10000,5000000,2.5,25,300,0,0.004,0.0008,16,False
653,14000,5000000,2.5,25,300,0,0.004,0.0008,16,False
654,6000,20000000,2.5,25,300,0,0.004,0.0008,16,False
655,10000,20000000,2.5,25,300,0,0.004,0.0008,16,False
656,14000,20000000,2.5,25,300,0,0.004,0.0008,16,False
657,6000,40000000,2.5,25,300,0,0.004,0.0008,16,False
658,10000,40000000,2.5,25,300,0,0.004,0.0008,16,False
659,14000,40000000,2.5,25,300,0,0.004,0.0008,16,False
660,6000,100000,2.5,100,300,0,0.004,0.0008,16,False
661,10000,100000,2.5,100,300,0,0.004,0.0008,16,False
662,14000,100000,2.5,100,300,0,0.004,0.0008,16,False
663,6000,5000000,2.5,100,300,0,0.004,0.0008,16,False
664,10000,5000000,2.5,100,300,0,0.004,0.0008,16,False
665,14000,5000000,2.5,100,300,0,0.004,0.0008,16,False
666,6000,20000000,2.5,100,300,0,0.004,0.0008,16,False
667,10000,20000000,2.5,100,300,0,0.004,0.0008,16,False
668,14000,20000000,2.5,100,300,0,0.004,0.0008,16,False
669,6000,40000000,2.5,100,300,0,0.004,0.0008,16,False
670,10000,40000000,2.5,100,300,0,0.004,0.0008,16,False
671,14000,40000000,2.5,100,300,0,0.004,0.0008,16,False
672,6000,100000,2.5,4,300,0,0.001,0.0008,16,False
673,10000,100000,2.5,4,300,0,0.001,0.0008,16,False
674,14000,100000,2.5,4,300,0,0.001,0.0008,16,False
675,6000,5000000,2.5,4,300,0,0.001,0.0008,16,False
676,10000,5000000,2.5,4,300,0,0.001,0.0008,16,False
677,14000,5000000,2.5,4,300,0,0.001,0.0008,16,False
678,6000,20000000,2.5,4,300,0,0.001,0.0008,16,False
679,10000,20000000,2.5,4,300,0,0.001,0.0008,16,False
680,14000,20000000,2.5,4,300,0,0.001,0.0008,16,False
681,6000,40000000,2.5,4,300,0,0.001,0.0008,16,False
682,10000,40000000,2.5,4,300,0,0.001,0.0008,16,False
683,14000,40000000,2.5,4,300,0,0.001,0.0008,16,False
684,6000,100000,2.5,8,300,0,0.001,0.0008,16,False
685,10000,100000,2.5,8,300,0,0.001,0.0008,16,False
686,14000,100000,2.5,8,300,0,0.001,0.0008,16,False
687,6000,5000000,2.5,8,300,0,0.001,0.0008,16,False
688,10000,5000000,2.5,8,300,0,0.001,0.0008,16,False
689,14000,5000000,2.5,8,300,0,0.001,0.0008,16,False
690,6000,20000000,2.5,8,300,0,0.001,0.0008,16,False
691,10000,20000000,2.5,8,300,0,0.001,0.0008,16,False
692,14000,20000000,2.5,8,300,0,0.001,0.0008,16,False
693,6000,40000000,2.5,8,300,0,0.001,0.0008,16,False
694,10000,40000000,2.5,8,300,0,0.001,0.0008,16,False
695,14000,40000000,2.5,8,300,0,0.001,0.0008,16,False
696,6000,100000,2.5,25,300,0,0.001,0.0008,16,False
697,10000,100000,2.5,25,300,0,0.001,0.0008,16,False
698,14000,100000,2.5,25,300,0,0.001,0.0008,16,False
699,6000,5000000,2.5,25,300,0,0.001,0.0008,16,False
700,10000,5000000,2.5,25,300,0,0.001,0.0008,16,False
701,14000,5000000,2.5,25,300,0,0.001,0.0008,16,False
702,6000,20000000,2.5,25,300,0,0.001,0.0008,16,False
703,10000,20000000,2.5,25,300,0,0.001,0.0008,16,False
704,14000,20000000,2.5,25,300,0,0.001,0.0008,16,False
705,6000,40000000,2.5,25,300,0,0.001,0.0008,16,False
706,10000,40000000,2.5,25,300,0,0.001,0.0008,16,False
707,14000,40000000,2.5,25,300,0,0.001,0.0008,16,False
708,6000,100000,2.5,100,300,0,0.001,0.0008,16,False
709,10000,100000,2.5,100,300,0,0.001,0.0008,16,False
710,14000,100000,2.5,100,300,0,0.001,0.0008,16,False
711,6000,5000000,2.5,100,300,0,0.001,0.0008,16,False
712,10000,5000000,2.5,100,300,0,0.001,0.0008,16,False
713,14000,5000000,2.5,100,300,0,0.001,0.0008,16,False
714,6000,20000000,2.5,100,300,0,0.001,0.0008,16,False
715,10000,20000000,2.5,100,300,0,0.001,0.0008,16,False
716,14000,20000000,2.5,100,300,0,0.001,0.0008,16,False
717,6000,40000000,2.5,100,300,0,0.001,0.0008,16,False
718,10000,40000000,2.5,100,300,0,0.001,0.0008,16,False
719,14000,40000000,2.5,100,300,0,0.001,0.0008,16,False
720,6000,100000,2.5,4,300,0,0.01,0.0016,16,False
721,10000,100000,2.5,4,300,0,0.01,0.0016,16,False
722,14000,100000,2.5,4,300,0,0.01,0.0016,16,False
723,6000,5000000,2.5,4,300,0,0.01,0.0016,16,False
724,10000,5000000,2.5,4,300,0,0.01,0.0016,16,False
725,14000,5000000,2.5,4,300,0,0.01,0.0016,16,False
726,6000,20000000,2.5,4,300,0,0.01,0.0016,16,False
727,10000,20000000,2.5,4,300,0,0.01,0.0016,16,False
728,14000,20000000,2.5,4,300,0,0.01,0.0016,16,False
729,6000,40000000,2.5,4,300,0,0.01,0.0016,16,False
730,10000,40000000,2.5,4,300,0,0.01,0.0016,16,False
731,14000,40000000,2.5,4,300,0,0.01,0.0016,16,False
732,6000,100000,2.5,8,300,0,0.01,0.0016,16,False
733,10000,100000,2.5,8,300,0,0.01,0.0016,16,False
734,14000,100000,2.5,8,300,0,0.01,0.0016,16,False
735,6000,5000000,2.5,8,300,0,0.01,0.0016,16,False
736,10000,5000000,2.5,8,300,0,0.01,0.0016,16,False
737,14000,5000000,2.5,8,300,0,0.01,0.0016,16,False
738,6000,20000000,2.5,8,300,0,0.01,0.0016,16,False
739,10000,20000000,2.5,8,300,0,0.01,0.0016,16,False
740,14000,20000000,2.5,8,300,0,0.01,0.0016,16,False
741,6000,40000000,2.5,8,300,0,0.01,0.0016,16,False
742,10000,40000000,2.5,8,300,0,0.01,0.0016,16,False
743,14000,40000000,2.5,8,300,0,0.01,0.0016,16,False
744,6000,100000,2.5,25,300,0,0.01,0.0016,16,False
745,10000,100000,2.5,25,300,0,0.01,0.0016,16,False
746,14000,100000,2.5,25,300,0,0.01,0.0016,16,False
747,6000,5000000,2.5,25,300,0,0.01,0.0016,16,False
748,10000,5000000,2.5,25,300,0,0.01,0.0016,16,False
749,14000,5000000,2.5,25,300,0,0.01,0.0016,16,False
750,6000,20000000,2.5,25,300,0,0.01,0.0016,16,False
751,10000,20000000,2.5,25,300,0,0.01,0.0016,16,False
752,14000,20000000,2.5,25,300,0,0.01,0.0016,16,False
753,6000,40000000,2.5,25,300,0,0.01,0.0016,16,False
754,10000,40000000,2.5,25,300,0,0.01,0.0016,16,False
755,14000,40000000,2.5,25,300,0,0.01,0.0016,16,False
756,6000,100000,2.5,100,300,0,0.01,0.0016,16,False
757,10000,100000,2.5,100,300,0,0.01,0.0016,16,False
758,14000,100000,2.5,100,300,0,0.01,0.0016,16,False
759,6000,5000000,2.5,100,300,0,0.01,0.0016,16,False
760,10000,5000000,2.5,100,300,0,0.01,0.0016,16,False
761,14000,5000000,2.5,100,300,0,0.01,0.0016,16,False
762,6000,20000000,2.5,100,300,0,0.01,0.0016,16,False
763,10000,20000000,2.5,100,300,0,0.01,0.0016,16,False
764,14000,20000000,2.5,100,300,0,0.01,0.0016,16,False
765,6000,40000000,2.5,100,300,0,0.01,0.0016,16,False
766,10000,40000000,2.5,100,300,0,0.01,0.0016,16,False
767,14000,40000000,2.5,100,300,0,0.01,0.0016,16,False
768,6000,100000,2.5,4,300,0,0.004,0.0016,16,False
769,10000,100000,2.5,4,300,0,0.004,0.0016,16,False
770,14000,100000,2.5,4,300,0,0.004,0.0016,16,False
771,6000,5000000,2.5,4,300,0,0.004,0.0016,16,False
772,10000,5000000,2.5,4,300,0,0.004,0.0016,16,False
773,14000,5000000,2.5,4,300,0,0.004,0.0016,16,False
774,6000,20000000,2.5,4,300,0,0.004,0.0016,16,False
775,10000,20000000,2.5,4,300,0,0.004,0.0016,16,False
776,14000,20000000,2.5,4,300,0,0.004,0.0016,16,False
777,6000,40000000,2.5,4,300,0,0.004,0.0016,16,False
778,10000,40000000,2.5,4,300,0,0.004,0.0016,16,False
779,14000,40000000,2.5,4,300,0,0.004,0.0016,16,False
780,6000,100000,2.5,8,300,0,0.004,0.0016,16,False
781,10000,100000,2.5,8,300,0,0.004,0.0016,16,False
782,14000,100000,2.5,8,300,0,0.004,0.0016,16,False
783,6000,5000000,2.5,8,300,0,0.004,0.0016,16,False
784,10000,5000000,2.5,8,300,0,0.004,0.0016,16,False
785,14000,5000000,2.5,8,300,0,0.004,0.0016,16,False
786,6000,20000000,2.5,8,300,0,0.004,0.0016,16,False
787,10000,20000000,2.5,8,300,0,0.004,0.0016,16,False
788,14000,20000000,2.5,8,300,0,0.004,0.0016,16,False
789,6000,40000000,2.5,8,300,0,0.004,0.0016,16,False
790,10000,40000000,2.5,8,300,0,0.004,0.0016,16,False
791,14000,40000000,2.5,8,300,0,0.004,0.0016,16,False
792,6000,100000,2.5,25,300,0,0.004,0.0016,16,False
793,10000,100000,2.5,25,300,0,0.004,0.0016,16,False
794,14000,100000,2.5,25,300,0,0.004,0.0016,16,False
795,6000,5000000,2.5,25,300,0,0.004,0.0016,16,False
796,10000,5000000,2.5,25,300,0,0.004,0.0016,16,False
797,14000,5000000,2.5,25,300,0,0.004,0.0016,16,False
798,6000,20000000,2.5,25,300,0,0.004,0.0016,16,False
799,10000,20000000,2.5,25,300,0,0.004,0.0016,16,False
800,14000,20000000,2.5,25,300,0,0.004,0.0016,16,False
801,6000,40000000,2.5,25,300,0,0.004,0.0016,16,False
802,10000,40000000,2.5,25,300,0,0.004,0.0016,16,False
803,14000,40000000,2.5,25,300,0,0.004,0.0016,16,False
804,6000,100000,2.5,100,300,0,0.004,0.0016,16,False
805,10000,100000,2.5,100,300,0,0.004,0.0016,16,False
806,14000,100000,2.5,100,300,0,0.004,0.0016,16,False
807,6000,5000000,2.5,100,300,0,0.004,0.0016,16,False
808,10000,5000000,2.5,100,300,0,0.004,0.0016,16,False
809,14000,5000000,2.5,100,300,0,0.004,0.0016,16,False
810,6000,20000000,2.5,100,300,0,0.004,0.0016,16,False
811,10000,20000000,2.5,100,300,0,0.004,0.0016,16,False
812,14000,20000000,2.5,100,300,0,0.004,0.0016,16,False
813,6000,40000000,2.5,100,300,0,0.004,0.0016,16,False
814,10000,40000000,2.5,100,300,0,0.004,0.0016,16,False
815,14000,40000000,2.5,100,300,0,0.004,0.0016,16,False
816,6000,100000,2.5,4,300,0,0.001,0.0016,16,False
817,10000,100000,2.5,4,300,0,0.001,0.0016,16,False
818,14000,100000,2.5,4,300,0,0.001,0.0016,16,False
819,6000,5000000,2.5,4,300,0,0.001,0.0016,16,False
820,10000,5000000,2.5,4,300,0,0.001,0.0016,16,False
821,14000,5000000,2.5,4,300,0,0.001,0.0016,16,False
822,6000,20000000,2.5,4,300,0,0.001,0.0016,16,False
823,10000,20000000,2.5,4,300,0,0.001,0.0016,16,False
824,14000,20000000,2.5,4,300,0,0.001,0.0016,16,False
825,6000,40000000,2.5,4,300,0,0.001,0.0016,16,False
826,10000,40000000,2.5,4,300,0,0.001,0.0016,16,False
827,14000,40000000,2.5,4,300,0,0.001,0.0016,16,False
828,6000,100000,2.5,8,300,0,0.001,0.0016,16,False
829,10000,100000,2.5,8,300,0,0.001,0.0016,16,False
830,14000,100000,2.5,8,300,0,0.001,0.0016,16,False
831,6000,5000000,2.5,8,300,0,0.001,0.0016,16,False
832,10000,5000000,2.5,8,300,0,0.001,0.0016,16,False
833,14000,5000000,2.5,8,300,0,0.001,0.0016,16,False
834,6000,20000000,2.5,8,300,0,0.001,0.0016,16,False
835,10000,20000000,2.5,8,300,0,0.001,0.0016,16,False
836,14000,20000000,2.5,8,300,0,0.001,0.0016,16,False
837,6000,40000000,2.5,8,300,0,0.001,0.0016,16,False
838,10000,40000000,2.5,8,300,0,0.001,0.0016,16,False
839,14000,40000000,2.5,8,300,0,0.001,0.0016,16,False
840,6000,100000,2.5,25,300,0,0.001,0.0016,16,False
841,10000,100000,2.5,25,300,0,0.001,0.0016,16,False
842,14000,100000,2.5,25,300,0,0.001,0.0016,16,False
843,6000,5000000,2.5,25,300,0,0.001,0.0016,16,False
844,10000,5000000,2.5,25,300,0,0.001,0.0016,16,False
845,14000,5000000,2.5,25,300,0,0.001,0.0016,16,False
846,6000,20000000,2.5,25,300,0,0.001,0.0016,16,False
847,10000,20000000,2.5,25,300,0,0.001,0.0016,16,False
848,14000,20000000,2.5,25,300,0,0.001,0.0016,16,False
849,6000,40000000,2.5,25,300,0,0.001,0.0016,16,False
850,10000,40000000,2.5,25,300,0,0.001,0.0016,16,False
851,14000,40000000,2.5,25,300,0,0.001,0.0016,16,False
852,6000,100000,2.5,100,300,0,0.001,0.0016,16,False
853,10000,100000,2.5,100,300,0,0.001,0.0016,16,False
854,14000,100000,2.5,100,300,0,0.001,0.0016,16,False
855,6000,5000000,2.5,100,300,0,0.001,0.0016,16,False
856,10000,5000000,2.5,100,300,0,0.001,0.0016,16,False
857,14000,5000000,2.5,100,300,0,0.001,0.0016,16,False
858,6000,20000000,2.5,100,300,0,0.001,0.0016,16,False
859,10000,20000000,2.5,100,300,0,0.001,0.0016,16,False
860,14000,20000000,2.5,100,300,0,0.001,0.0016,16,False
861,6000,40000000,2.5,100,300,0,0.001,0.0016,16,False
862,10000,40000000,2.5,100,300,0,0.001,0.0016,16,False
863,14000,40000000,2.5,100,300,0,0.001,0.0016,16,False
